,Survey wave (calendar quarter),Equivalent financial quarter,Site ID,Location,Survey date,Weather,Time,Period,Direction,Start hour,Start minute,Number of private cycles,Number of cycle hire bikes,Total cycles,date
1288,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,247,21,268,2016-09-12 08:00:00
1289,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,275,17,292,2016-09-12 08:15:00
1290,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,301,14,315,2016-09-12 08:30:00
1291,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,284,15,299,2016-09-12 08:45:00
1292,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,182,10,192,2016-09-12 09:00:00
1293,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,131,5,136,2016-09-12 09:15:00
1294,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,78,4,82,2016-09-12 09:30:00
1295,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,56,7,63,2016-09-12 09:45:00
1296,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,48,5,53,2016-09-12 10:00:00
1297,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,37,8,45,2016-09-12 10:15:00
1298,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,29,5,34,2016-09-12 10:30:00
1299,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,14,2,16,2016-09-12 10:45:00
1300,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,17,2,19,2016-09-12 11:00:00
1301,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,12,1,13,2016-09-12 11:15:00
1302,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,7,2,9,2016-09-12 11:30:00
1303,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,3,7,10,2016-09-12 11:45:00
1304,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,4,5,9,2016-09-12 12:00:00
1305,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,6,3,9,2016-09-12 12:15:00
1306,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,9,0,9,2016-09-12 12:30:00
1307,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,8,1,9,2016-09-12 12:45:00
1308,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,10,2,12,2016-09-12 13:00:00
1309,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,5,4,9,2016-09-12 13:15:00
1310,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,8,0,8,2016-09-12 13:30:00
1311,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,4,1,5,2016-09-12 13:45:00
1312,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,4,5,9,2016-09-12 14:00:00
1313,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,5,4,9,2016-09-12 14:15:00
1314,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,5,6,11,2016-09-12 14:30:00
1315,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,3,3,6,2016-09-12 14:45:00
1316,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,5,2,7,2016-09-12 15:00:00
1317,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,8,2,10,2016-09-12 15:15:00
1318,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,10,0,10,2016-09-12 15:30:00
1319,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,7,1,8,2016-09-12 15:45:00
1320,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,16:00:00,PM peak (16:00-19:00),Northbound,16,0,10,1,11,2016-09-12 16:00:00
1321,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,16:15:00,PM peak (16:00-19:00),Northbound,16,15,8,3,11,2016-09-12 16:15:00
1322,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,16:30:00,PM peak (16:00-19:00),Northbound,16,30,14,1,15,2016-09-12 16:30:00
1323,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,16:45:00,PM peak (16:00-19:00),Northbound,16,45,26,3,29,2016-09-12 16:45:00
1324,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,18,8,26,2016-09-12 17:00:00
1325,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,24,3,27,2016-09-12 17:15:00
1326,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,29,6,35,2016-09-12 17:30:00
1327,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,41,11,52,2016-09-12 17:45:00
1328,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,35,10,45,2016-09-12 18:00:00
1329,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,44,8,52,2016-09-12 18:15:00
1330,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,32,6,38,2016-09-12 18:30:00
1331,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,21,2,23,2016-09-12 18:45:00
1332,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,14,3,17,2016-09-12 19:00:00
1333,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,12,1,13,2016-09-12 19:15:00
1334,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,8,1,9,2016-09-12 19:30:00
1335,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,7,2,9,2016-09-12 19:45:00
1336,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,9,2,11,2016-09-12 20:00:00
1337,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,7,4,11,2016-09-12 20:15:00
1338,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,5,1,6,2016-09-12 20:30:00
1339,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,20:45:00,Evening (19:00-22:00),Northbound,20,45,3,0,3,2016-09-12 20:45:00
1340,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,21:00:00,Evening (19:00-22:00),Northbound,21,0,5,1,6,2016-09-12 21:00:00
1341,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,21:15:00,Evening (19:00-22:00),Northbound,21,15,2,2,4,2016-09-12 21:15:00
1342,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,21:30:00,Evening (19:00-22:00),Northbound,21,30,3,0,3,2016-09-12 21:30:00
1343,2016 Q3 (July-September),2016-17 Q2,CENCY001,Millbank (south of Thorney Street),2016-09-12,Dry,21:45:00,Evening (19:00-22:00),Northbound,21,45,1,1,2,2016-09-12 21:45:00
1408,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,8,0,8,2016-11-22 06:00:00
1409,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,19,0,19,2016-11-22 06:15:00
1410,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,32,1,33,2016-11-22 06:30:00
1411,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,48,0,48,2016-11-22 06:45:00
1412,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,07:00:00,AM peak (07:00-10:00),Northbound,7,0,58,1,59,2016-11-22 07:00:00
1413,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,07:15:00,AM peak (07:00-10:00),Northbound,7,15,109,2,111,2016-11-22 07:15:00
1414,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,07:30:00,AM peak (07:00-10:00),Northbound,7,30,126,5,131,2016-11-22 07:30:00
1415,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,07:45:00,AM peak (07:00-10:00),Northbound,7,45,153,6,159,2016-11-22 07:45:00
1416,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,08:00:00,AM peak (07:00-10:00),Northbound,8,0,185,4,189,2016-11-22 08:00:00
1417,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,08:15:00,AM peak (07:00-10:00),Northbound,8,15,210,9,219,2016-11-22 08:15:00
1418,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,08:30:00,AM peak (07:00-10:00),Northbound,8,30,121,0,121,2016-11-22 08:30:00
1419,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,08:45:00,AM peak (07:00-10:00),Northbound,8,45,97,2,99,2016-11-22 08:45:00
1420,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,09:00:00,AM peak (07:00-10:00),Northbound,9,0,130,2,132,2016-11-22 09:00:00
1421,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,09:15:00,AM peak (07:00-10:00),Northbound,9,15,73,1,74,2016-11-22 09:15:00
1422,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,09:30:00,AM peak (07:00-10:00),Northbound,9,30,41,2,43,2016-11-22 09:30:00
1423,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,09:45:00,AM peak (07:00-10:00),Northbound,9,45,21,1,22,2016-11-22 09:45:00
1424,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,23,0,23,2016-11-22 10:00:00
1425,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,19,0,19,2016-11-22 10:15:00
1426,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,14,1,15,2016-11-22 10:30:00
1427,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,17,2,19,2016-11-22 10:45:00
1428,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,26,0,26,2016-11-22 11:00:00
1429,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,18,3,21,2016-11-22 11:15:00
1430,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,17,0,17,2016-11-22 11:30:00
1431,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,13,1,14,2016-11-22 11:45:00
1432,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,16,2,18,2016-11-22 12:00:00
1433,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,10,0,10,2016-11-22 12:15:00
1434,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,12,1,13,2016-11-22 12:30:00
1435,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,11,0,11,2016-11-22 12:45:00
1436,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,8,2,10,2016-11-22 13:00:00
1437,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,9,1,10,2016-11-22 13:15:00
1438,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,7,1,8,2016-11-22 13:30:00
1439,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,8,0,8,2016-11-22 13:45:00
1440,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,3,1,4,2016-11-22 14:00:00
1441,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,6,2,8,2016-11-22 14:15:00
1442,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,5,2,7,2016-11-22 14:30:00
1443,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,3,1,4,2016-11-22 14:45:00
1444,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,5,1,6,2016-11-22 15:00:00
1445,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,9,2,11,2016-11-22 15:15:00
1446,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,10,3,13,2016-11-22 15:30:00
1447,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,13,2,15,2016-11-22 15:45:00
1448,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,16:00:00,PM peak (16:00-19:00),Northbound,16,0,25,1,26,2016-11-22 16:00:00
1449,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,16:15:00,PM peak (16:00-19:00),Northbound,16,15,18,2,20,2016-11-22 16:15:00
1450,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,16:30:00,PM peak (16:00-19:00),Northbound,16,30,13,3,16,2016-11-22 16:30:00
1451,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,16:45:00,PM peak (16:00-19:00),Northbound,16,45,17,4,21,2016-11-22 16:45:00
1452,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,17:00:00,PM peak (16:00-19:00),Northbound,17,0,18,3,21,2016-11-22 17:00:00
1453,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,17:15:00,PM peak (16:00-19:00),Northbound,17,15,21,1,22,2016-11-22 17:15:00
1454,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,17:30:00,PM peak (16:00-19:00),Northbound,17,30,17,2,19,2016-11-22 17:30:00
1455,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,17:45:00,PM peak (16:00-19:00),Northbound,17,45,18,2,20,2016-11-22 17:45:00
1456,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,18:00:00,PM peak (16:00-19:00),Northbound,18,0,9,1,10,2016-11-22 18:00:00
1457,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,18:15:00,PM peak (16:00-19:00),Northbound,18,15,11,3,14,2016-11-22 18:15:00
1458,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,18:30:00,PM peak (16:00-19:00),Northbound,18,30,12,2,14,2016-11-22 18:30:00
1459,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,18:45:00,PM peak (16:00-19:00),Northbound,18,45,14,1,15,2016-11-22 18:45:00
1460,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,19:00:00,Evening (19:00-22:00),Northbound,19,0,11,1,12,2016-11-22 19:00:00
1461,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,19:15:00,Evening (19:00-22:00),Northbound,19,15,8,0,8,2016-11-22 19:15:00
1462,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,19:30:00,Evening (19:00-22:00),Northbound,19,30,6,1,7,2016-11-22 19:30:00
1463,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,19:45:00,Evening (19:00-22:00),Northbound,19,45,7,0,7,2016-11-22 19:45:00
1464,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,20:00:00,Evening (19:00-22:00),Northbound,20,0,5,0,5,2016-11-22 20:00:00
1465,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,20:15:00,Evening (19:00-22:00),Northbound,20,15,4,1,5,2016-11-22 20:15:00
1466,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,20:30:00,Evening (19:00-22:00),Northbound,20,30,2,0,2,2016-11-22 20:30:00
1467,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,20:45:00,Evening (19:00-22:00),Northbound,20,45,4,0,4,2016-11-22 20:45:00
1468,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,21:00:00,Evening (19:00-22:00),Northbound,21,0,3,0,3,2016-11-22 21:00:00
1469,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,21:15:00,Evening (19:00-22:00),Northbound,21,15,3,1,4,2016-11-22 21:15:00
1470,2016 Q4 (October-December),2016-17 Q3,CENCY001,Millbank (south of Thorney Street),2016-11-22,Cloudy,21:30:00,Evening (19:00-22:00),Northbound,21,30,2,0,2,2016-11-22 21:30:00
